timestamp,tx_type,received_amount,received_currency,sent_amount,sent_currency,fee,fee_currency,comment,txid,url,exchange,wallet_address
2022-04-02 21:51:19,_UNKNOWN,0.00201144,SOL,,,,,,5GxFYzK1Ybnd5de5WmsGApvRP1ZfM8Fj91xhcE9TaSwpKjQNVBKYSSytUD7P1W1wKrZ4hjWfHfPJQkfWQYMDwax1,https://solscan.io/tx/5GxFYzK1Ybnd5de5WmsGApvRP1ZfM8Fj91xhcE9TaSwpKjQNVBKYSSytUD7P1W1wKrZ4hjWfHfPJQkfWQYMDwax1,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-02 20:13:06,_UNKNOWN,,,,,0.00201644,SOL,,4D4UjVfqQrgb25VUoQaiKxo7ncDd3Xo6SS7vRnZpgiVVhkQYwdnjt7rxD9YhXH4bevzJVkaoVTQLSrxyguHqSR6d,https://solscan.io/tx/4D4UjVfqQrgb25VUoQaiKxo7ncDd3Xo6SS7vRnZpgiVVhkQYwdnjt7rxD9YhXH4bevzJVkaoVTQLSrxyguHqSR6d,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-02 18:51:02,_UNKNOWN,,,96.00455684,SOL,,,solanart,5UC5VM9FVJpasEeEQcTbpfN8at9XhXy31PZhFHif4mwv5Jq9UKt7L4Uvk3SYzq5YeCRuZvZXPN5i3PqEAc9MhK8e,https://solscan.io/tx/5UC5VM9FVJpasEeEQcTbpfN8at9XhXy31PZhFHif4mwv5Jq9UKt7L4Uvk3SYzq5YeCRuZvZXPN5i3PqEAc9MhK8e,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-02 18:46:30,_UNKNOWN,,,,,0.00201644,SOL,,8X25xSLXwxr7exJgCnr9SMBv9QpHiKvtZb9bJwYW9ajKLo3CbXQJgNnoX6QsFVPcxtmcRMuCn4tAiNzUGzTTrGv,https://solscan.io/tx/8X25xSLXwxr7exJgCnr9SMBv9QpHiKvtZb9bJwYW9ajKLo3CbXQJgNnoX6QsFVPcxtmcRMuCn4tAiNzUGzTTrGv,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-02 18:45:16,_UNKNOWN,,,96.00201644,SOL,,,,3ZNfLp6z2UYMpc1UmMUKwmyUahowPW6oD5tkZ8zAWkwXLyHxCiTn4Dm9S2vb47aRJBH62cXKut6xbWkzttUfGkU7,https://solscan.io/tx/3ZNfLp6z2UYMpc1UmMUKwmyUahowPW6oD5tkZ8zAWkwXLyHxCiTn4Dm9S2vb47aRJBH62cXKut6xbWkzttUfGkU7,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-02 18:39:12,_UNKNOWN,,,0.006376439999996819,SOL,,,,wfMfkGy22WgNFU1KVWEn6TNohT8TM5TCNHaHt7rAHscbafuKZVyg2Q6RnCjApEK636ZTsge15WQfxSUEkd6tsXm,https://solscan.io/tx/wfMfkGy22WgNFU1KVWEn6TNohT8TM5TCNHaHt7rAHscbafuKZVyg2Q6RnCjApEK636ZTsge15WQfxSUEkd6tsXm,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-01 22:12:21,_UNKNOWN,,,,,0.000005000,SOL,,3KuzMx3v9yLGDxQEe85wvhN6jJb2KQeFwZokov5ZJqJirfGonXdMQr6pn7G4SEPNY4VExsd99tHsj7Y9MUZQjjnn,https://solscan.io/tx/3KuzMx3v9yLGDxQEe85wvhN6jJb2KQeFwZokov5ZJqJirfGonXdMQr6pn7G4SEPNY4VExsd99tHsj7Y9MUZQjjnn,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-01 05:49:58,_UNKNOWN,0.00200644,SOL,,,,,,5z2vmAurcwhrZyoPGpWa9YMbH2Tkw2AyLid9R7uyQzhrcapmBhBMFRthvxs9vnq2mtSFp4gmh5wDqWbNoeesF4Ds,https://solscan.io/tx/5z2vmAurcwhrZyoPGpWa9YMbH2Tkw2AyLid9R7uyQzhrcapmBhBMFRthvxs9vnq2mtSFp4gmh5wDqWbNoeesF4Ds,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-01 05:44:32,_UNKNOWN,0.00200644,SOL,,,,,,4KVR7e3zd6sk7as2u6AbYuEvjhmJ6MKPe1dKk2hvP3yfPd2vLqH79tQNtKafSqvcrZirFqBLW5e78MYZbr419YZD,https://solscan.io/tx/4KVR7e3zd6sk7as2u6AbYuEvjhmJ6MKPe1dKk2hvP3yfPd2vLqH79tQNtKafSqvcrZirFqBLW5e78MYZbr419YZD,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
2022-04-01 05:36:33,_UNKNOWN,95.00250756,SOL,,,,,solanart,2oppmfimP7qiPaUsjwhoakDGHipUNHkE5PtP8RbJe4xPBvvZU3ZQZJotuFToBecmakMF4nSmUZsYvVt9bb1YmPom,https://solscan.io/tx/2oppmfimP7qiPaUsjwhoakDGHipUNHkE5PtP8RbJe4xPBvvZU3ZQZJotuFToBecmakMF4nSmUZsYvVt9bb1YmPom,solana_blockchain,9Be37npkkAwpwPzjLnDKt6opz5fSuYHriykYXyMeAyad
